ID,class
1204,1
1205,2
1206,2
1207,4
1208,7
1209,8
1210,4
1211,1
1212,6
1213,9
1214,7
1215,6
1216,8
1217,1
1218,5
1219,5
1220,3
1221,5
1222,2
1223,8
1224,8
1225,0
1226,5
1227,5
1228,5
1229,4
1230,0
1231,2
1232,8
1233,8
1234,2
1235,6
1236,2
1237,8
1238,4
1239,0
1240,1
1241,6
1242,5
1243,1
1244,3
1245,3
1246,1
1247,3
1248,6
1249,3
1250,9
1251,5
1252,2
1253,2
1254,0
1255,1
1256,5
1257,1
1258,3
1259,5
1260,3
1261,3
1262,6
1263,7
1264,3
1265,0
1266,2
1267,9
1268,0
1269,1
1270,8
1271,5
1272,8
1273,0
1274,4
1275,3
1276,8
1277,2
1278,3
1279,2
1280,2
1281,3
1282,8
1283,4
1284,1
1285,9
1286,5
1287,4
1288,6
1289,6
1290,6
1291,4
1292,3
1293,3
1294,2
1295,0
1296,7
1297,0
1298,1
1299,3
1300,2
1301,6
1302,3
1303,7
1304,4
1305,3
1306,5
1307,5
1308,7
1309,2
1310,8
1311,3
1312,4
1313,5
1314,8
1315,4
1316,2
1317,4
1318,2
1319,9
1320,6
1321,4
1322,1
1323,4
1324,8
1325,1
1326,2
1327,3
1328,1
1329,8
1330,1
1331,5
1332,4
1333,4
1334,3
1335,3
1336,0
1337,0
1338,1
1339,7
1340,6
1341,8
1342,2
1343,7
1344,3
1345,4
1346,0
1347,3
1348,8
1349,5
1350,4
1351,8
1352,2
1353,8
1354,8
1355,6
1356,2
1357,2
1358,3
1359,4
1360,4
1361,7
1362,2
1363,7
1364,9
1365,5
1366,2
1367,8
1368,8
1369,2
1370,8
1371,3
1372,1
1373,3
1374,9
1375,6
1376,1
1377,6
1378,3
1379,6
1380,7
1381,3
1382,5
1383,1
1384,7
1385,4
1386,8
1387,6
1388,9
1389,1
1390,6
1391,8
1392,2
1393,5
1394,4
1395,4
1396,2
1397,8
1398,1
1399,3
1400,2
1401,8
1402,7
1403,2
1404,6
1405,5
1406,1
1407,9
1408,1
1409,6
1410,8
1411,1
1412,9
1413,0
1414,1
1415,9
1416,5
1417,3
1418,6
1419,4
1420,2
1421,5
1422,1
1423,8
1424,6
1425,3
1426,9
1427,4
1428,8
1429,9
1430,6
1431,5
1432,8
1433,9
1434,0
1435,5
1436,4
1437,8
1438,3
1439,5
1440,8
1441,2
1442,8
1443,4
1444,2
1445,5
1446,8
1447,9
1448,2
1449,7
1450,1
1451,4
1452,8
1453,3
1454,1
1455,2
1456,7
1457,6
1458,9
1459,8
1460,3
1461,1
1462,6
1463,5
1464,8
1465,4
1466,9
1467,4
1468,8
1469,3
1470,5
1471,5
1472,2
1473,5
1474,4
1475,5
1476,5
1477,5
1478,6
1479,4
1480,3
1481,3
1482,3
1483,4
1484,6
1485,5
1486,9
1487,5
1488,4
1489,1
1490,8
1491,8
1492,6
1493,2
1494,1
1495,5
1496,8
1497,3
1498,5
1499,6
1500,9
1501,4
1502,8
1503,6
1504,2
1505,3
1506,3
1507,5
1508,7
1509,0
1510,3
1511,8
1512,9
1513,6
1514,4
1515,2
1516,4
1517,3
1518,9
1519,5
1520,3
1521,0
1522,5
1523,3
1524,1
1525,8
1526,0
1527,3
1528,3
1529,8
1530,0
1531,8
1532,5
1533,3
1534,3
1535,2
1536,9
1537,4
1538,5
1539,4
1540,5
1541,5
1542,2
1543,5
1544,4
1545,1
1546,3
1547,8
1548,9
1549,1
1550,5
1551,3
1552,6
1553,6
1554,7
1555,8
1556,3
1557,2
1558,4
1559,8
1560,1
1561,6
1562,5
1563,4
1564,4
1565,0
1566,3
1567,7
1568,5
1569,5
1570,5
1571,0
1572,8
1573,4
1574,8
1575,2
1576,7
1577,5
1578,8
1579,0
1580,9
1581,6
1582,7
1583,8
1584,0
1585,9
1586,4
1587,2
1588,3
1589,3
1590,1
1591,6
1592,0
1593,4
1594,3
1595,3
1596,5
1597,0
1598,1
1599,3
1600,7
1601,3
1602,8
1603,5
1604,0
1605,3
1606,8
1607,4
1608,9
1609,3
1610,3
1611,8
1612,1
1613,9
1614,3
1615,0
1616,4
1617,3
1618,1
1619,6
1620,1
1621,9
1622,1
1623,4
1624,5
1625,6
1626,2
1627,1
1628,1
1629,1
1630,5
1631,5
1632,6
1633,3
1634,0
1635,9
1636,5
1637,1
1638,4
1639,0
1640,2
1641,4
1642,8
1643,5
1644,9
1645,4
1646,4
1647,4
1648,1
1649,8
1650,2
1651,1
1652,3
1653,3
1654,2
1655,3
1656,5
1657,2
1658,0
1659,3
1660,2
1661,5
1662,7
1663,6
1664,6
1665,8
1666,5
1667,2
1668,6
1669,8
1670,3
1671,5
1672,1
1673,5
1674,9
1675,8
1676,6
1677,5
1678,3
1679,5
1680,9
1681,5
1682,9
1683,6
1684,2
1685,6
1686,2
1687,3
1688,4
1689,1
1690,2
1691,8
1692,9
1693,3
1694,7
1695,4
1696,0
1697,6
1698,1
1699,0
1700,8
1701,0
1702,2
1703,3
1704,8
1705,0
1706,2
1707,1
1708,5
1709,5
1710,5
1711,3
1712,8
1713,3
1714,5
1715,1
1716,3
1717,8
1718,2
1719,0
1720,1
1721,5
1722,9
1723,4
1724,8
1725,3
1726,2
1727,9
1728,7
1729,3
1730,2
1731,0
1732,5
1733,2
1734,7
1735,5
1736,5
1737,0
1738,1
1739,6
1740,8
1741,1
1742,9
1743,8
1744,5
1745,2
1746,8
1747,7
1748,0
1749,8
1750,5
1751,2
1752,7
1753,7
1754,7
1755,8
1756,1
1757,6
1758,1
1759,6
1760,1
1761,3
1762,1
1763,5
1764,2
1765,2
1766,5
1767,5
1768,5
1769,4
1770,7
1771,9
1772,4
1773,8
1774,3
1775,5
1776,4
1777,6
1778,8
1779,9
1780,8
1781,7
1782,1
1783,7
1784,8
1785,1
1786,5
1787,6
1788,0
1789,0
1790,3
1791,9
1792,8
1793,4
1794,3
1795,0
1796,1
1797,7
1798,9
1799,1
1800,0
1801,6
1802,7
1803,3
1804,8
1805,8
1806,5
1807,6
1808,6
1809,5
1810,4
1811,1
1812,3
1813,1
1814,5
1815,1
1816,6
1817,3
1818,5
1819,5
1820,5
1821,6
1822,0
1823,0
1824,9
1825,6
1826,7
1827,2
1828,3
1829,3
1830,0
1831,0
1832,0
1833,2
1834,1
1835,3
1836,3
1837,2
1838,5
1839,1
1840,9
1841,5
1842,2
1843,5
1844,0
1845,5
1846,8
1847,3
1848,1
1849,8
1850,5
1851,7
1852,6
1853,3
1854,1
1855,7
1856,6
1857,7
1858,5
1859,5
1860,6
1861,1
1862,3
1863,8
1864,5
1865,7
1866,7
1867,4
1868,4
1869,2
1870,0
1871,0
1872,3
1873,9
1874,5
1875,8
1876,2
1877,0
1878,4
1879,7
1880,7
1881,6
1882,6
1883,9
1884,1
1885,8
1886,5
1887,5
1888,3
1889,1
1890,4
1891,9
1892,8
1893,3
1894,9
1895,7
1896,8
1897,6
1898,7
1899,6
1900,2
1901,2
1902,0
1903,0
1904,1
1905,3
1906,1
1907,9
1908,4
1909,1
1910,6
1911,0
1912,5
1913,9
1914,3
1915,2
1916,8
1917,9
1918,6
1919,7
1920,9
1921,6
1922,6
1923,7
1924,6
1925,7
1926,4
1927,6
1928,1
1929,1
1930,0
1931,4
1932,8
1933,5
1934,1
1935,5
1936,8
1937,3
1938,8
1939,5
1940,6
1941,4
1942,8
1943,2
1944,5
1945,5
1946,3
1947,0
1948,9
1949,5
1950,7
1951,7
1952,1
1953,9
1954,6
1955,6
1956,1
1957,2
1958,0
1959,9
1960,2
1961,5
1962,9
1963,6
1964,6
1965,3
1966,0
1967,0
1968,6
1969,9
1970,8
1971,0
1972,5
1973,6
1974,2
1975,8
1976,5
1977,3
1978,3
1979,1
1980,9
1981,5
1982,0
1983,3
1984,6
1985,2
1986,5
1987,1
1988,1
1989,4
1990,1
1991,3
1992,4
1993,7
1994,3
1995,3
1996,5
1997,5
1998,2
1999,6
2000,6
2001,5
2002,1
2003,9
2004,3
2005,6
2006,2
2007,0
2008,6
2009,4
2010,7
2011,1
2012,9
2013,4
2014,4
2015,4
2016,7
2017,1
2018,6
2019,5
2020,7
2021,1
2022,6
2023,0
2024,1
2025,0
2026,5
2027,8
2028,4
2029,4
2030,5
2031,4
2032,8
2033,0
2034,7
2035,4
2036,8
2037,5
2038,3
2039,3
2040,1
2041,8
2042,2
2043,3
2044,6
2045,6
2046,1
2047,3
2048,4
2049,8
2050,1
2051,5
2052,4
2053,9
2054,8
2055,5
2056,5
2057,0
2058,5
2059,1
2060,0
2061,3
2062,6
2063,3
2064,4
2065,9
2066,2
2067,6
2068,8
2069,7
2070,2
2071,2
2072,3
2073,7
2074,5
2075,2
2076,8
2077,3
2078,4
2079,4
2080,3
2081,1
2082,3
2083,7
2084,4
2085,3
2086,5
2087,5
2088,4
2089,7
2090,2
2091,7
2092,6
2093,9
2094,0
2095,4
2096,8
2097,1
2098,9
2099,7
2100,0
2101,7
2102,7
2103,3
2104,6
2105,5
2106,6
2107,6
2108,3
2109,0
2110,5
2111,9
2112,9
2113,9
2114,1
2115,5
2116,9
2117,0
2118,8
2119,8
2120,2
2121,0
2122,1
2123,6
2124,3
2125,5
2126,7
2127,1
2128,6
2129,6
2130,8
2131,7
2132,6
2133,8
2134,8
2135,3
2136,6
2137,6
2138,3
2139,3
2140,2
2141,1
2142,2
2143,3
2144,2
2145,5
2146,5
2147,3
2148,7
2149,7
2150,1
2151,3
2152,1
2153,8
2154,3
2155,4
2156,0
2157,2
2158,3
2159,7
2160,6
2161,8
2162,8
2163,6
2164,7
2165,3
2166,7
2167,9
2168,8
2169,4
2170,1
2171,1
2172,2
2173,7
2174,8
2175,3
2176,8
2177,4
2178,5
2179,9
2180,4
2181,1
2182,9
2183,6
2184,5
2185,1
2186,3
2187,6
2188,3
2189,2
2190,6
2191,2
2192,0
2193,1
2194,1
2195,9
2196,9
2197,8
2198,6
2199,2
2200,2
2201,1
2202,6
2203,5
2204,9
2205,8
2206,6
2207,9
2208,9
2209,9
2210,8
2211,7
2212,3
2213,3
2214,3
2215,4
2216,4
2217,5
2218,9
2219,8
2220,4
2221,8
2222,1
2223,7
2224,8
2225,1
2226,6
2227,1
2228,4
2229,0
2230,2
2231,6
2232,1
2233,0
2234,3
2235,9
2236,0
2237,6
2238,9
2239,7
2240,8
2241,6
2242,3
2243,4
2244,1
2245,6
2246,3
2247,6
2248,4
2249,5
2250,1
2251,4
2252,0
2253,4
2254,6
2255,2
2256,1
2257,0
2258,5
2259,7
2260,0
2261,9
2262,8
2263,5
2264,3
2265,8
2266,1
2267,7
2268,3
2269,1
2270,8
2271,4
2272,3
2273,6
2274,3
2275,9
2276,1
2277,9
2278,3
2279,6
2280,5
2281,7
2282,0
2283,3
2284,6
2285,2
2286,6
2287,9
2288,8
2289,7
2290,9
2291,1
2292,3
2293,9
2294,8
2295,3
2296,9
2297,6
2298,0
2299,9
2300,7
2301,5
2302,9
2303,2
2304,8
2305,3
2306,5
2307,0
2308,2
2309,1
2310,0
2311,5
2312,1
2313,3
2314,8
2315,6
2316,6
2317,3
2318,4
2319,4
2320,5
2321,5
2322,4
2323,0
2324,8
2325,4
2326,1
2327,0
2328,1
2329,1
2330,8
2331,1
2332,4
2333,3
2334,0
2335,3
2336,0
2337,3
2338,2
2339,7
2340,6
2341,6
2342,3
2343,5
2344,9
2345,5
2346,6
2347,6
2348,3
2349,5
2350,7
2351,8
2352,3
2353,5
2354,8
2355,7
2356,7
2357,5
2358,0
2359,4
2360,4
2361,4
2362,8
2363,5
2364,3
2365,8
2366,0
2367,3
2368,1
2369,6
2370,5
2371,6
2372,0
2373,0
2374,9
2375,5
2376,0
2377,7
2378,6
2379,5
2380,9
2381,5
2382,4
2383,3
2384,8
2385,3
2386,9
2387,1
2388,6
2389,8
2390,9
2391,6
2392,6
2393,2
2394,3
2395,6
2396,5
2397,4
2398,1
2399,3
2400,2
2401,7
2402,8
2403,7
2404,4
2405,9
2406,4
2407,9
2408,8
2409,0
2410,2
2411,0
2412,9
2413,4
2414,3
2415,4
2416,2
2417,3
2418,8
2419,6
2420,3
2421,3
2422,3
2423,8
2424,2
2425,8
2426,2
2427,4
2428,8
2429,6
2430,6
2431,6
2432,6
2433,9
2434,1
2435,4
2436,1
2437,2
2438,6
2439,5
2440,1
2441,4
2442,8
2443,5
2444,8
2445,6
2446,1
2447,3
2448,3
2449,9
2450,0
2451,0
2452,0
2453,1
2454,1
2455,0
2456,8
2457,1
2458,1
2459,7
2460,5
2461,8
2462,2
2463,3
2464,1
2465,7
2466,3
2467,3
2468,5
2469,6
2470,1
2471,7
2472,2
2473,1
2474,9
2475,2
2476,1
2477,4
2478,8
2479,8
2480,9
2481,2
2482,2
2483,8
2484,7
2485,4
2486,6
2487,2
2488,7
2489,6
2490,6
2491,8
2492,3
2493,5
2494,4
2495,3
2496,6
2497,5
2498,2
2499,0
2500,5
2501,1
2502,9
2503,6
2504,8
2505,0
2506,8
2507,8
2508,8
2509,7
2510,2
2511,5
2512,5
2513,5
2514,4
2515,9
2516,0
2517,9
2518,5
2519,1
2520,3
2521,1
2522,6
2523,1
2524,1
2525,4
2526,6
2527,3
2528,4
2529,5
2530,6
2531,9
2532,3
2533,8
2534,6
2535,3
2536,7
2537,7
2538,0
2539,9
2540,6
2541,8
2542,4
2543,5
2544,6
2545,8
2546,5
2547,7
2548,1
2549,2
2550,6
2551,0
2552,5
2553,0
2554,7
2555,1
2556,0
2557,9
2558,4
2559,6
2560,3
2561,0
2562,5
2563,7
2564,3
2565,2
2566,6
2567,2
2568,5
2569,5
2570,3
2571,4
2572,7
2573,9
2574,6
2575,4
2576,3
2577,8
2578,8
2579,4
2580,0
2581,1
2582,2
2583,2
2584,8
2585,6
2586,8
2587,8
2588,4
2589,9
2590,3
2591,6
2592,6
2593,1
2594,1
2595,7
2596,5
2597,5
2598,6
2599,2
2600,8
2601,0
2602,3
2603,4
2604,9
2605,9
2606,4
2607,5
2608,1
2609,1
2610,3
2611,9
2612,7
2613,2
2614,3
2615,3
2616,8
2617,5
2618,0
2619,6
2620,1
2621,0
2622,5
2623,6
2624,5
2625,0
2626,6
2627,0
2628,2
2629,4
2630,7
2631,2
2632,0
2633,6
2634,8
2635,8
2636,3
2637,9
2638,9
2639,9
2640,7
2641,9
2642,4
2643,8
2644,9
2645,8
2646,6
2647,8
2648,1
2649,4
2650,7
2651,5
2652,4
2653,8
2654,1
2655,9
2656,0
2657,2
2658,0
2659,4
2660,4
2661,0
2662,8
2663,5
2664,7
2665,2
2666,6
2667,2
2668,5
2669,1
2670,3
2671,1
2672,6
2673,5
2674,5
2675,4
2676,5
2677,7
2678,7
2679,3
2680,1
2681,1
2682,0
2683,4
2684,2
2685,6
2686,7
2687,8
2688,1
2689,1
2690,3
2691,6
2692,1
2693,9
2694,2
2695,6
2696,8
2697,9
2698,4
2699,1
2700,6
2701,8
2702,7
2703,0
2704,0
2705,6
2706,4
2707,6
2708,6
2709,6
2710,0
2711,3
2712,1
2713,4
2714,7
2715,0
2716,5
2717,9
2718,9
2719,2
2720,4
2721,1
2722,5
2723,7
2724,1
2725,7
2726,9
2727,5
2728,6
2729,7
2730,0
2731,7
2732,7
2733,4
2734,4
2735,7
2736,3
2737,4
2738,4
2739,7
2740,8
2741,6
2742,3
2743,9
2744,4
2745,8
2746,0
2747,5
2748,1
2749,8
2750,8
2751,3
2752,8
2753,9
2754,0
2755,2
2756,9
2757,8
2758,9
2759,3
2760,1
2761,9
2762,1
2763,5
2764,3
2765,9
2766,4
2767,0
2768,6
2769,5
2770,4
2771,5
2772,1
2773,2
2774,6
2775,4
2776,8
2777,5
2778,9
2779,9
2780,4
2781,7
2782,0
2783,4
2784,4
2785,4
2786,5
2787,7
2788,4
2789,5
2790,1
2791,5
2792,6
2793,1
2794,2
2795,1
2796,0
2797,1
2798,7
2799,2
2800,5
2801,8
2802,2
2803,6
2804,6
2805,9
2806,8
2807,1
2808,5
2809,6
2810,6
2811,9
2812,2
2813,8
2814,2
2815,1
2816,5
2817,4
2818,2
2819,1
2820,8
2821,4
2822,5
2823,3
2824,5
2825,1
2826,9
2827,3
2828,2
2829,6
2830,0
2831,2
2832,0
2833,1
2834,2
2835,0
2836,1
2837,7
2838,4
2839,3
2840,2
2841,1
2842,8
2843,4
2844,3
2845,7
2846,5
2847,9
2848,7
2849,3
2850,0
2851,4
2852,7
2853,4
2854,3
2855,3
2856,8
2857,0
2858,1
2859,8
2860,5
2861,2
2862,4
2863,5
2864,3
2865,2
2866,8
2867,5
2868,4
2869,8
2870,1
2871,2
2872,3
2873,3
2874,3
2875,5
2876,4
2877,1
2878,0
2879,4
2880,7
2881,8
2882,5
2883,3
2884,6
2885,8
2886,7
2887,8
2888,1
2889,4
2890,1
2891,5
2892,6
2893,1
2894,6
2895,1
2896,3
2897,4
2898,4
2899,8
2900,3
2901,2
2902,1
2903,7
2904,9
2905,6
2906,2
2907,1
2908,3
2909,0
2910,5
2911,5
2912,5
2913,3
2914,2
2915,4
2916,5
2917,5
2918,1
2919,3
2920,6
2921,8
2922,3
2923,8
2924,1
2925,2
2926,7
2927,1
2928,8
2929,3
2930,5
2931,8
2932,8
2933,8
2934,5
2935,2
2936,0
2937,4
2938,7
2939,2
2940,4
2941,7
2942,1
2943,4
2944,6
2945,2
2946,5
2947,6
2948,7
2949,7
2950,5
2951,0
2952,5
2953,0
2954,3
2955,9
2956,9
2957,3
2958,7
2959,3
2960,7
2961,4
2962,9
2963,1
2964,1
2965,1
2966,4
2967,9
2968,5
2969,5
2970,3
2971,0
2972,4
2973,4
2974,3
2975,3
2976,6
2977,7
2978,2
2979,8
2980,4
2981,6
2982,7
2983,0
2984,2
2985,3
2986,9
2987,4
2988,7
2989,3
2990,4
2991,6
2992,1
2993,2
2994,5
2995,0
2996,2
2997,7
