ID,class
1204,1
1205,2
1206,2
1207,4
1208,7
1209,8
1210,4
1211,1
1212,4
1213,9
1214,7
1215,2
1216,8
1217,1
1218,6
1219,5
1220,2
1221,5
1222,7
1223,0
1224,8
1225,0
1226,3
1227,5
1228,5
1229,4
1230,0
1231,2
1232,8
1233,3
1234,2
1235,6
1236,2
1237,8
1238,4
1239,0
1240,1
1241,4
1242,4
1243,2
1244,0
1245,9
1246,2
1247,4
1248,1
1249,7
1250,9
1251,5
1252,2
1253,2
1254,9
1255,1
1256,2
1257,1
1258,7
1259,5
1260,3
1261,4
1262,6
1263,7
1264,3
1265,0
1266,3
1267,1
1268,0
1269,2
1270,0
1271,5
1272,8
1273,0
1274,7
1275,2
1276,8
1277,2
1278,3
1279,2
1280,3
1281,7
1282,0
1283,8
1284,1
1285,9
1286,5
1287,4
1288,2
1289,6
1290,4
1291,4
1292,3
1293,3
1294,2
1295,0
1296,7
1297,0
1298,9
1299,3
1300,0
1301,6
1302,3
1303,7
1304,4
1305,3
1306,3
1307,3
1308,7
1309,2
1310,8
1311,9
1312,4
1313,8
1314,8
1315,4
1316,4
1317,4
1318,4
1319,9
1320,3
1321,4
1322,0
1323,7
1324,8
1325,1
1326,4
1327,7
1328,1
1329,8
1330,9
1331,3
1332,4
1333,4
1334,3
1335,3
1336,0
1337,0
1338,1
1339,7
1340,6
1341,0
1342,0
1343,4
1344,9
1345,7
1346,0
1347,3
1348,8
1349,5
1350,0
1351,8
1352,2
1353,8
1354,8
1355,2
1356,0
1357,2
1358,3
1359,4
1360,4
1361,7
1362,2
1363,7
1364,9
1365,5
1366,7
1367,8
1368,8
1369,0
1370,8
1371,6
1372,1
1373,3
1374,9
1375,4
1376,1
1377,6
1378,3
1379,6
1380,7
1381,7
1382,5
1383,1
1384,7
1385,4
1386,8
1387,6
1388,9
1389,2
1390,6
1391,8
1392,2
1393,5
1394,4
1395,4
1396,2
1397,8
1398,1
1399,6
1400,2
1401,0
1402,7
1403,2
1404,6
1405,5
1406,1
1407,9
1408,1
1409,3
1410,8
1411,1
1412,9
1413,0
1414,9
1415,9
1416,2
1417,3
1418,1
1419,4
1420,9
1421,5
1422,1
1423,8
1424,6
1425,7
1426,9
1427,4
1428,8
1429,9
1430,2
1431,5
1432,8
1433,9
1434,0
1435,5
1436,4
1437,8
1438,3
1439,3
1440,8
1441,2
1442,8
1443,4
1444,2
1445,7
1446,0
1447,9
1448,4
1449,7
1450,8
1451,4
1452,8
1453,2
1454,9
1455,2
1456,7
1457,2
1458,9
1459,8
1460,4
1461,1
1462,6
1463,5
1464,8
1465,4
1466,9
1467,4
1468,8
1469,3
1470,5
1471,5
1472,2
1473,5
1474,4
1475,3
1476,3
1477,3
1478,6
1479,4
1480,4
1481,3
1482,3
1483,7
1484,6
1485,5
1486,9
1487,7
1488,2
1489,2
1490,0
1491,0
1492,2
1493,2
1494,9
1495,5
1496,0
1497,3
1498,3
1499,4
1500,9
1501,7
1502,8
1503,3
1504,2
1505,3
1506,3
1507,1
1508,7
1509,0
1510,4
1511,8
1512,9
1513,3
1514,4
1515,2
1516,4
1517,3
1518,9
1519,3
1520,3
1521,0
1522,5
1523,3
1524,9
1525,3
1526,0
1527,2
1528,7
1529,8
1530,0
1531,0
1532,0
1533,3
1534,3
1535,3
1536,9
1537,4
1538,3
1539,5
1540,5
1541,3
1542,2
1543,7
1544,4
1545,1
1546,3
1547,8
1548,9
1549,1
1550,3
1551,3
1552,6
1553,2
1554,7
1555,8
1556,4
1557,0
1558,7
1559,8
1560,1
1561,6
1562,6
1563,5
1564,4
1565,0
1566,6
1567,7
1568,5
1569,3
1570,3
1571,0
1572,8
1573,7
1574,8
1575,3
1576,7
1577,3
1578,8
1579,0
1580,9
1581,6
1582,7
1583,8
1584,0
1585,9
1586,4
1587,2
1588,3
1589,5
1590,1
1591,6
1592,0
1593,4
1594,2
1595,3
1596,5
1597,0
1598,1
1599,6
1600,7
1601,2
1602,0
1603,7
1604,0
1605,6
1606,0
1607,3
1608,9
1609,4
1610,3
1611,8
1612,1
1613,9
1614,7
1615,0
1616,4
1617,0
1618,2
1619,6
1620,2
1621,9
1622,1
1623,2
1624,3
1625,6
1626,7
1627,9
1628,1
1629,1
1630,3
1631,7
1632,3
1633,4
1634,0
1635,9
1636,5
1637,1
1638,7
1639,0
1640,2
1641,3
1642,8
1643,5
1644,9
1645,4
1646,0
1647,4
1648,1
1649,8
1650,4
1651,1
1652,2
1653,0
1654,0
1655,2
1656,3
1657,2
1658,0
1659,0
1660,7
1661,5
1662,0
1663,6
1664,6
1665,8
1666,5
1667,4
1668,6
1669,8
1670,3
1671,5
1672,7
1673,3
1674,7
1675,8
1676,6
1677,3
1678,3
1679,3
1680,9
1681,7
1682,9
1683,6
1684,0
1685,6
1686,2
1687,3
1688,4
1689,2
1690,2
1691,8
1692,9
1693,7
1694,7
1695,7
1696,0
1697,6
1698,1
1699,0
1700,1
1701,0
1702,2
1703,3
1704,8
1705,0
1706,2
1707,1
1708,0
1709,7
1710,3
1711,2
1712,8
1713,0
1714,5
1715,1
1716,6
1717,8
1718,2
1719,0
1720,1
1721,3
1722,9
1723,3
1724,8
1725,3
1726,0
1727,9
1728,7
1729,3
1730,2
1731,0
1732,3
1733,0
1734,7
1735,4
1736,5
1737,8
1738,1
1739,5
1740,8
1741,1
1742,9
1743,8
1744,0
1745,2
1746,8
1747,7
1748,0
1749,8
1750,5
1751,2
1752,7
1753,7
1754,7
1755,8
1756,1
1757,1
1758,1
1759,6
1760,0
1761,3
1762,9
1763,7
1764,4
1765,2
1766,5
1767,3
1768,3
1769,7
1770,7
1771,9
1772,4
1773,8
1774,3
1775,5
1776,4
1777,6
1778,8
1779,9
1780,2
1781,7
1782,1
1783,9
1784,8
1785,1
1786,5
1787,6
1788,0
1789,9
1790,8
1791,9
1792,8
1793,4
1794,3
1795,0
1796,1
1797,7
1798,9
1799,1
1800,0
1801,4
1802,7
1803,3
1804,8
1805,8
1806,3
1807,1
1808,3
1809,3
1810,7
1811,2
1812,3
1813,1
1814,3
1815,0
1816,6
1817,3
1818,3
1819,5
1820,7
1821,6
1822,0
1823,0
1824,9
1825,4
1826,7
1827,2
1828,7
1829,3
1830,0
1831,0
1832,0
1833,0
1834,0
1835,3
1836,3
1837,3
1838,7
1839,1
1840,7
1841,3
1842,3
1843,3
1844,2
1845,3
1846,0
1847,3
1848,1
1849,8
1850,5
1851,7
1852,6
1853,3
1854,1
1855,4
1856,6
1857,7
1858,5
1859,7
1860,2
1861,9
1862,3
1863,8
1864,3
1865,7
1866,7
1867,4
1868,3
1869,2
1870,1
1871,0
1872,3
1873,9
1874,7
1875,8
1876,0
1877,0
1878,4
1879,7
1880,7
1881,6
1882,6
1883,9
1884,9
1885,8
1886,3
1887,5
1888,3
1889,1
1890,0
1891,9
1892,8
1893,3
1894,9
1895,0
1896,8
1897,6
1898,7
1899,6
1900,3
1901,2
1902,0
1903,8
1904,1
1905,3
1906,1
1907,9
1908,4
1909,1
1910,6
1911,0
1912,5
1913,9
1914,3
1915,2
1916,8
1917,9
1918,1
1919,7
1920,8
1921,6
1922,6
1923,7
1924,3
1925,7
1926,7
1927,6
1928,1
1929,0
1930,0
1931,2
1932,8
1933,6
1934,2
1935,3
1936,8
1937,3
1938,8
1939,7
1940,6
1941,4
1942,8
1943,2
1944,5
1945,5
1946,4
1947,0
1948,1
1949,4
1950,7
1951,7
1952,1
1953,9
1954,3
1955,3
1956,1
1957,4
1958,0
1959,9
1960,2
1961,4
1962,9
1963,2
1964,6
1965,3
1966,0
1967,0
1968,6
1969,9
1970,0
1971,0
1972,5
1973,6
1974,2
1975,0
1976,3
1977,3
1978,7
1979,9
1980,9
1981,2
1982,0
1983,3
1984,6
1985,2
1986,3
1987,1
1988,1
1989,4
1990,1
1991,3
1992,4
1993,7
1994,3
1995,4
1996,5
1997,3
1998,0
1999,6
2000,6
2001,7
2002,9
2003,9
2004,3
2005,6
2006,5
2007,0
2008,6
2009,4
2010,4
2011,2
2012,9
2013,4
2014,4
2015,4
2016,7
2017,2
2018,6
2019,4
2020,7
2021,1
2022,6
2023,0
2024,9
2025,0
2026,5
2027,8
2028,4
2029,8
2030,3
2031,4
2032,9
2033,3
2034,0
2035,4
2036,8
2037,5
2038,4
2039,3
2040,1
2041,8
2042,2
2043,3
2044,7
2045,3
2046,1
2047,9
2048,5
2049,8
2050,0
2051,7
2052,4
2053,9
2054,8
2055,3
2056,3
2057,9
2058,1
2059,1
2060,0
2061,8
2062,0
2063,3
2064,7
2065,9
2066,5
2067,6
2068,8
2069,7
2070,2
2071,2
2072,3
2073,7
2074,5
2075,2
2076,8
2077,0
2078,5
2079,4
2080,7
2081,1
2082,3
2083,7
2084,4
2085,3
2086,5
2087,5
2088,0
2089,7
2090,2
2091,7
2092,6
2093,9
2094,0
2095,4
2096,8
2097,1
2098,9
2099,7
2100,0
2101,7
2102,7
2103,3
2104,6
2105,5
2106,6
2107,5
2108,7
2109,0
2110,5
2111,9
2112,9
2113,0
2114,1
2115,5
2116,9
2117,0
2118,0
2119,8
2120,2
2121,0
2122,9
2123,6
2124,3
2125,5
2126,2
2127,9
2128,0
2129,6
2130,8
2131,7
2132,4
2133,8
2134,8
2135,3
2136,6
2137,7
2138,3
2139,3
2140,2
2141,1
2142,2
2143,3
2144,4
2145,3
2146,3
2147,0
2148,7
2149,7
2150,1
2151,3
2152,1
2153,3
2154,3
2155,7
2156,0
2157,2
2158,3
2159,7
2160,2
2161,8
2162,8
2163,6
2164,7
2165,3
2166,7
2167,6
2168,8
2169,7
2170,1
2171,1
2172,2
2173,7
2174,8
2175,3
2176,8
2177,7
2178,3
2179,9
2180,2
2181,2
2182,9
2183,2
2184,3
2185,1
2186,3
2187,6
2188,3
2189,2
2190,6
2191,2
2192,2
2193,1
2194,1
2195,9
2196,9
2197,8
2198,6
2199,2
2200,2
2201,0
2202,6
2203,5
2204,9
2205,8
2206,2
2207,9
2208,9
2209,9
2210,8
2211,7
2212,3
2213,3
2214,3
2215,4
2216,2
2217,2
2218,9
2219,8
2220,4
2221,8
2222,8
2223,7
2224,8
2225,9
2226,6
2227,2
2228,4
2229,0
2230,2
2231,4
2232,1
2233,0
2234,0
2235,9
2236,8
2237,3
2238,9
2239,7
2240,0
2241,6
2242,7
2243,7
2244,1
2245,1
2246,3
2247,6
2248,4
2249,3
2250,2
2251,4
2252,8
2253,4
2254,2
2255,2
2256,1
2257,0
2258,7
2259,7
2260,4
2261,9
2262,8
2263,1
2264,3
2265,8
2266,1
2267,9
2268,1
2269,1
2270,8
2271,3
2272,3
2273,2
2274,7
2275,9
2276,1
2277,9
2278,7
2279,6
2280,5
2281,7
2282,0
2283,3
2284,2
2285,2
2286,6
2287,9
2288,0
2289,7
2290,9
2291,1
2292,9
2293,9
2294,8
2295,3
2296,9
2297,6
2298,0
2299,9
2300,7
2301,3
2302,1
2303,2
2304,8
2305,7
2306,2
2307,0
2308,2
2309,1
2310,0
2311,7
2312,9
2313,3
2314,8
2315,6
2316,2
2317,3
2318,4
2319,4
2320,2
2321,3
2322,5
2323,0
2324,0
2325,4
2326,1
2327,0
2328,2
2329,1
2330,8
2331,9
2332,3
2333,2
2334,0
2335,6
2336,0
2337,3
2338,7
2339,1
2340,6
2341,6
2342,9
2343,5
2344,9
2345,7
2346,6
2347,2
2348,3
2349,4
2350,7
2351,8
2352,6
2353,3
2354,8
2355,7
2356,7
2357,3
2358,0
2359,4
2360,4
2361,2
2362,8
2363,5
2364,3
2365,4
2366,8
2367,3
2368,1
2369,4
2370,7
2371,2
2372,9
2373,0
2374,9
2375,3
2376,0
2377,7
2378,2
2379,3
2380,9
2381,3
2382,4
2383,0
2384,8
2385,2
2386,9
2387,2
2388,6
2389,0
2390,9
2391,6
2392,6
2393,2
2394,3
2395,6
2396,4
2397,4
2398,2
2399,3
2400,2
2401,7
2402,8
2403,7
2404,0
2405,9
2406,4
2407,9
2408,8
2409,0
2410,2
2411,0
2412,9
2413,0
2414,3
2415,4
2416,0
2417,3
2418,8
2419,6
2420,3
2421,3
2422,3
2423,8
2424,2
2425,8
2426,2
2427,4
2428,8
2429,3
2430,3
2431,6
2432,6
2433,1
2434,1
2435,4
2436,1
2437,2
2438,5
2439,5
2440,1
2441,0
2442,4
2443,3
2444,0
2445,6
2446,0
2447,3
2448,3
2449,9
2450,0
2451,0
2452,0
2453,1
2454,1
2455,0
2456,0
2457,1
2458,1
2459,7
2460,2
2461,0
2462,4
2463,7
2464,1
2465,9
2466,0
2467,3
2468,5
2469,6
2470,0
2471,7
2472,2
2473,1
2474,9
2475,2
2476,1
2477,4
2478,8
2479,8
2480,0
2481,9
2482,3
2483,0
2484,7
2485,4
2486,6
2487,2
2488,7
2489,9
2490,4
2491,9
2492,3
2493,3
2494,4
2495,3
2496,6
2497,3
2498,7
2499,0
2500,3
2501,1
2502,9
2503,6
2504,8
2505,0
2506,8
2507,8
2508,8
2509,7
2510,7
2511,5
2512,3
2513,5
2514,6
2515,9
2516,0
2517,9
2518,5
2519,1
2520,3
2521,9
2522,6
2523,9
2524,3
2525,7
2526,2
2527,0
2528,3
2529,5
2530,6
2531,1
2532,3
2533,1
2534,6
2535,3
2536,7
2537,7
2538,0
2539,8
2540,6
2541,8
2542,4
2543,0
2544,6
2545,8
2546,5
2547,7
2548,1
2549,4
2550,6
2551,0
2552,3
2553,8
2554,7
2555,1
2556,0
2557,1
2558,0
2559,6
2560,3
2561,0
2562,5
2563,7
2564,3
2565,2
2566,6
2567,2
2568,3
2569,3
2570,2
2571,4
2572,7
2573,9
2574,3
2575,2
2576,3
2577,8
2578,8
2579,4
2580,0
2581,9
2582,2
2583,2
2584,8
2585,2
2586,8
2587,8
2588,1
2589,9
2590,3
2591,6
2592,3
2593,1
2594,1
2595,7
2596,5
2597,7
2598,6
2599,2
2600,3
2601,0
2602,3
2603,4
2604,9
2605,9
2606,3
2607,3
2608,9
2609,1
2610,3
2611,9
2612,3
2613,2
2614,8
2615,2
2616,8
2617,5
2618,0
2619,6
2620,1
2621,0
2622,3
2623,6
2624,5
2625,0
2626,6
2627,0
2628,2
2629,4
2630,7
2631,2
2632,0
2633,6
2634,0
2635,8
2636,3
2637,9
2638,9
2639,9
2640,7
2641,9
2642,4
2643,0
2644,9
2645,8
2646,6
2647,8
2648,1
2649,4
2650,7
2651,3
2652,4
2653,8
2654,9
2655,9
2656,0
2657,4
2658,0
2659,4
2660,4
2661,0
2662,0
2663,5
2664,7
2665,4
2666,2
2667,2
2668,3
2669,1
2670,3
2671,9
2672,5
2673,5
2674,5
2675,7
2676,3
2677,7
2678,7
2679,3
2680,1
2681,9
2682,3
2683,4
2684,3
2685,6
2686,7
2687,0
2688,1
2689,1
2690,3
2691,6
2692,2
2693,9
2694,0
2695,6
2696,8
2697,9
2698,4
2699,1
2700,6
2701,8
2702,7
2703,8
2704,0
2705,6
2706,2
2707,3
2708,6
2709,6
2710,0
2711,7
2712,1
2713,4
2714,7
2715,0
2716,3
2717,9
2718,9
2719,2
2720,4
2721,1
2722,7
2723,7
2724,0
2725,2
2726,9
2727,7
2728,3
2729,7
2730,0
2731,7
2732,7
2733,4
2734,7
2735,7
2736,0
2737,7
2738,0
2739,7
2740,8
2741,9
2742,3
2743,9
2744,4
2745,8
2746,0
2747,7
2748,2
2749,0
2750,8
2751,3
2752,8
2753,8
2754,0
2755,2
2756,1
2757,8
2758,9
2759,2
2760,1
2761,9
2762,9
2763,6
2764,3
2765,9
2766,4
2767,1
2768,6
2769,3
2770,4
2771,5
2772,1
2773,2
2774,6
2775,4
2776,0
2777,7
2778,9
2779,9
2780,4
2781,7
2782,0
2783,0
2784,4
2785,4
2786,3
2787,7
2788,2
2789,3
2790,1
2791,7
2792,6
2793,9
2794,2
2795,9
2796,9
2797,9
2798,7
2799,2
2800,3
2801,8
2802,2
2803,2
2804,2
2805,0
2806,8
2807,2
2808,5
2809,4
2810,2
2811,9
2812,2
2813,8
2814,4
2815,1
2816,3
2817,2
2818,0
2819,1
2820,0
2821,4
2822,3
2823,2
2824,5
2825,1
2826,9
2827,3
2828,2
2829,6
2830,0
2831,2
2832,0
2833,1
2834,0
2835,0
2836,1
2837,7
2838,4
2839,1
2840,2
2841,1
2842,8
2843,4
2844,7
2845,7
2846,5
2847,9
2848,7
2849,5
2850,0
2851,4
2852,7
2853,4
2854,9
2855,7
2856,8
2857,0
2858,1
2859,8
2860,7
2861,2
2862,4
2863,5
2864,3
2865,4
2866,0
2867,5
2868,4
2869,0
2870,1
2871,3
2872,3
2873,0
2874,7
2875,5
2876,4
2877,6
2878,0
2879,4
2880,7
2881,8
2882,3
2883,3
2884,6
2885,8
2886,7
2887,8
2888,2
2889,4
2890,2
2891,5
2892,4
2893,1
2894,6
2895,1
2896,8
2897,4
2898,5
2899,8
2900,3
2901,2
2902,2
2903,7
2904,9
2905,4
2906,2
2907,1
2908,3
2909,8
2910,5
2911,3
2912,3
2913,3
2914,2
2915,4
2916,2
2917,5
2918,2
2919,7
2920,6
2921,8
2922,0
2923,0
2924,1
2925,2
2926,3
2927,1
2928,1
2929,3
2930,7
2931,8
2932,8
2933,8
2934,5
2935,2
2936,0
2937,4
2938,7
2939,4
2940,4
2941,3
2942,1
2943,4
2944,6
2945,0
2946,5
2947,2
2948,7
2949,7
2950,3
2951,0
2952,3
2953,0
2954,3
2955,9
2956,9
2957,3
2958,7
2959,3
2960,7
2961,0
2962,0
2963,1
2964,1
2965,1
2966,4
2967,9
2968,3
2969,3
2970,3
2971,0
2972,4
2973,7
2974,3
2975,3
2976,2
2977,7
2978,4
2979,8
2980,7
2981,2
2982,3
2983,0
2984,4
2985,3
2986,9
2987,4
2988,7
2989,3
2990,4
2991,0
2992,1
2993,2
2994,3
2995,0
2996,2
2997,7
